Player Full Name,Birth Date,Year Start,Year End,Position,Height (ft 1/2),Height (inches 2/2),Height (in cm),Wingspan (in cm),Standing Reach (in cm),Hand Length (in inches),Hand Width (in inches),Weight (in lb),Body Fat (%),College
Don Buse,8/10/50,1973,1985,G,6,4,193.0,,,,,190,,University of Evansville
Don Carlos,3/3/44,1969,1969,G-F,6,5,195.6,,,,,210,,Otterbein College
Don Carlson,3/22/19,1947,1951,G-F,6,0,182.9,,,,,170,,University of Minnesota
Don Chaney,3/22/46,1969,1980,G,6,5,195.6,,,,,210,,University of Houston
Don Collins,11/28/58,1981,1987,F-G,6,6,198.1,,,,,190,,Washington State University
Don Dee,8/9/43,1969,1969,F,6,8,203.2,,,,,210,,Saint Mary of the Plains College
Don Eliason,7/24/18,1947,1947,F,6,2,188.0,,,,,210,,Hamline University
Don Ford,12/31/52,1976,1982,F,6,9,205.7,,,,,215,,"University of California, Santa Barbara"
Don Grate,8/27/23,1950,1950,F-G,6,2,188.0,,,,,185,,Ohio State University
Don Hanrahan,2/6/29,1953,1953,F,6,7,200.7,,,,,200,,Loyola University of Chicago
Don Henriksen,10/10/29,1953,1955,F-C,6,7,200.7,,,,,225,,University of California
Don Kojis,1/15/39,1964,1975,F,6,5,195.6,,,,,215,,Marquette University
Don Lofgran,11/8/29,1951,1954,F-C,6,5,195.6,,,,,200,,University of San Francisco
Don MacLean,1/16/70,1993,2001,F,6,10,208.3,,,,,235,,"University of California, Los Angeles"
Don Martin,2/7/20,1947,1949,C-F,6,7,200.7,,,,,210,,Central Missouri State University
Don May,1/3/46,1969,1975,F,6,4,193.0,,,,,200,,University of Dayton
Don Nelson,5/15/40,1963,1976,F,6,6,198.1,,,,,210,,University of Iowa
Don Ohl,4/18/36,1961,1970,G,6,3,190.5,,,,,190,,University of Illinois at Urbana-Champaign
Don Otten,4/18/21,1950,1953,C,6,10,208.3,,,,,240,,Bowling Green State University
Don Putman,11/13/22,1947,1950,G,6,1,185.4,,,,,170,,University of Denver
Don Ray,7/8/21,1950,1950,F-C,6,5,195.6,,,,,190,,Western Kentucky University
Don Rehfeldt,1/7/27,1951,1952,F,6,7,200.7,,,,,210,,University of Wisconsin
Don Reid,12/30/73,1996,2003,F,6,8,203.2,,,,,250,,Georgetown University
Don Savage,4/9/28,1952,1957,F-G,6,3,190.5,,,,,205,,LeMoyne College
Don Smith,7/27/20,1949,1949,G-F,6,2,188.0,,,,,190,,University of Minnesota
Don Smith,7/27/20,1975,1975,G,6,0,182.9,,,,,160,,University of Dayton
Don Sunderlage,12/20/29,1954,1955,G,6,1,185.4,,,,,180,,University of Illinois at Urbana-Champaign
Donald Hodge,2/25/69,1992,1996,C,7,0,213.4,,,,,230,,Temple University
Donald Royal,5/22/66,1990,1998,F,6,8,203.2,,,,,210,,University of Notre Dame
Donald Sidle,6/21/46,1969,1972,F-C,6,8,203.2,,,,,215,,University of Oklahoma
Donald Sloan,1/15/88,2012,2016,G,6,3,190.5,,,,,205,,Texas A&M University
Donald Washington,4/22/52,1975,1976,F,6,8,203.2,,,,,210,,University of North Carolina
Donald Whiteside,4/25/69,1997,1998,G,5,10,177.8,,,,,160,,Northern Illinois University
Donatas Motiejunas,9/20/90,2013,2017,F-C,7,0,213.4,,,,,222,,
Donell Taylor,7/26/82,2006,2007,G,6,6,198.1,,,,,180,,University of Alabama at Birmingham
Donnell Harvey,8/26/80,2001,2005,F,6,8,203.2,214.6,268.0,,,220,,University of Florida
Donnie Boyce,9/2/73,1996,1997,G,6,5,195.6,,,,,196,,University of Colorado
Donnie Butcher,2/8/36,1962,1966,G,6,2,188.0,,,,,200,,Pikeville College
Donnie Forman,1/17/26,1949,1949,G,5,10,177.8,,,,,175,,New York University
Donnie Freeman,7/18/44,1968,1976,G,6,3,190.5,,,,,185,,University of Illinois at Urbana-Champaign
Donny Marshall,7/17/72,1996,2003,F,6,7,200.7,,,,,230,,University of Connecticut
Donovan Mitchell,9/7/96,2018,2018,G,6,3,190.5,208.3,246.4,8.5,9.5,211,5.9%,University of Louisville
Donta Smith,11/27/83,2005,2006,G-F,6,7,200.7,,,,,215,,Southeastern Illinois College
Dontae' Jones,6/2/75,1998,1998,F,6,8,203.2,,,,,220,,Mississippi State University
Donte Greene,2/21/88,2009,2012,F,6,11,210.8,208.3,274.3,,,226,7.6%,Syracuse University
Dontell Jefferson,12/15/83,2009,2009,G,6,5,195.6,,,,,195,,University of Arkansas
Dontonio Wingfield,6/23/74,1995,1998,F,6,8,203.2,,,,,256,,University of Cincinnati
Donyell Marshall,5/18/73,1995,2009,F,6,9,205.7,,,,,218,,University of Connecticut
Dorell Wright,12/2/85,2005,2015,F-G,6,9,205.7,,,,,205,,
Dorian Finney-Smith,5/4/93,2017,2018,F,6,8,203.2,212.7,268.0,9,9.75,220,6.5%,University of Florida
Dorie Murrey,9/7/43,1967,1972,F-C,6,8,203.2,,,,,215,,University of Detroit Mercy
Doron Lamb,11/6/91,2013,2014,G,6,4,193.0,200.0,250.2,8.5,8.75,210,6.7%,University of Kentucky
Doug Bolstorff,10/29/31,1958,1958,G,6,4,193.0,,,,,195,,University of Minnesota
Doug Christie,5/9/70,1993,2007,G-F,6,6,198.1,,,,,200,,Pepperdine University
Doug Collins,7/28/51,1974,1981,G-F,6,6,198.1,,,,,180,,Illinois State University
Doug Edwards,1/21/71,1994,1996,F,6,7,200.7,,,,,220,,Florida State University
Doug Holcomb,2/9/25,1949,1949,F,6,4,193.0,,,,,200,,University of Wisconsin
Doug Kistler,3/21/38,1962,1962,F,6,9,205.7,,,,,210,,Duke University
Doug Lee,10/24/64,1992,1995,G-F,6,5,195.6,,,,,200,,Purdue University
Doug McDermott,1/3/92,2015,2018,F,6,8,203.2,206.4,261.6,8.75,9.75,225,7.1%,Creighton University
Doug Moe,9/21/38,1968,1972,F-G,6,5,195.6,,,,,215,,University of North Carolina
Doug Overton,8/3/69,1993,2004,G,6,3,190.5,,,,,190,,La Salle University
Doug Roth,8/24/67,1990,1990,C,6,11,210.8,,,,,255,,University of Tennessee
Doug Sims,6/29/43,1969,1969,F,6,7,200.7,,,,,195,,Kent State University
Doug Smith,9/17/69,1992,1996,F,6,10,208.3,,,,,220,,University of Missouri
Doug West,5/27/67,1990,2001,G-F,6,6,198.1,,,,,200,,Villanova University
Doyle Parrack,12/6/21,1947,1947,F-G,6,0,182.9,,,,,165,,Oklahoma State University
Dragan Bender,11/17/97,2017,2018,F,7,1,215.9,,,,,225,,
Dragan Tarlac,5/9/73,2001,2001,C,6,10,208.3,,,,,260,,
Draymond Green,3/4/90,2013,2018,F,6,7,200.7,216.5,266.7,9,9.5,230,11.3%,Michigan State University
Drazen Petrovic,10/22/64,1990,1993,G,6,5,195.6,,,,,195,,
Drew Barry,2/17/73,1998,2000,G,6,5,195.6,,,,,191,,Georgia Institute of Technology
Drew Gooden,9/24/81,2003,2016,F,6,10,208.3,214.6,270.5,,,250,,University of Kansas
Drew Gordon,7/12/90,2015,2015,F,6,9,205.7,212.1,262.9,8.5,9.75,245,9.1%,University of New Mexico
Duane Causwell,5/31/68,1991,2001,C,7,0,213.4,,,,,240,,Temple University
Duane Cooper,6/25/69,1993,1994,G,6,1,185.4,,,,,185,,University of Southern California
Duane Ferrell,2/28/65,1989,1999,F-G,6,7,200.7,,,,,209,,Georgia Institute of Technology
Duane Klueh,1/6/26,1950,1951,G,6,3,190.5,,,,,175,,Indiana State University
Duane Washington,8/31/64,1988,1993,G,6,4,193.0,,,,,195,,Middle Tennessee State University
Duck Williams,8/2/56,1980,1980,G,6,2,188.0,,,,,180,,University of Notre Dame
Dudley Bradley,3/19/57,1980,1989,G-F,6,6,198.1,,,,,195,,University of North Carolina
Duje Dukan,12/4/91,2016,2016,F,6,9,205.7,,,,,220,,University of Wisconsin
Dwaine Dillard,3/9/49,1976,1976,F,6,6,198.1,,,,,230,,Eastern Michigan University
Dwayne Bacon,8/30/95,2018,2018,G,6,6,198.1,208.3,262.9,8.75,10,222,7.9%,Florida State University
Dwayne Jones,6/9/83,2006,2010,F-C,6,11,210.8,220.3,275.6,,,250,,Saint Joseph's University
Dwayne McClain,2/7/63,1986,1986,G,6,6,198.1,,,,,185,,Villanova University
Dwayne Morton,8/8/71,1995,1995,F,6,7,200.7,,,,,195,,University of Louisville
Dwayne Polee,3/2/63,1987,1987,G,6,5,195.6,,,,,180,,Pepperdine University
Dwayne Schintzius,10/14/68,1991,1999,C,7,1,215.9,,,,,260,,University of Florida
Dwayne Whitfield,8/21/72,1996,1996,F,6,9,205.7,,,,,240,,Jackson State University
Dwight Anderson,12/28/60,1983,1983,G,6,3,190.5,,,,,185,,University of Southern California
Dwight Buycks,3/6/89,2014,2015,G,6,3,190.5,,,,,190,,Marquette University
Dwight Davis,10/28/49,1973,1977,F,6,8,203.2,,,,,220,,University of Houston
Dwight Howard,12/8/85,2005,2018,C,6,11,210.8,224.8,283.2,,,265,10.5%,
Dwight Jones,2/27/52,1974,1983,F-C,6,10,208.3,,,,,210,,University of Houston
Dwight Powell,7/20/91,2015,2018,F-C,6,11,210.8,214.6,266.7,9,9.25,240,6.2%,Stanford University
Dwight Waller,10/5/45,1969,1972,F,6,6,198.1,,,,,220,,Tennessee State University
Dwyane Wade,1/17/82,2004,2018,G,6,4,193.0,210.2,259.1,,,220,6.7%,Marquette University
Dyron Nix,2/11/67,1990,1990,F,6,7,200.7,,,,,210,,University of Tennessee
E.C. Coleman,9/25/50,1974,1979,F,6,8,203.2,,,,,225,,Houston Baptist University
Earl Barron,8/14/81,2006,2015,C,7,0,213.4,,,,,250,,University of Memphis
Earl Boykins,6/2/76,1999,2012,G,5,5,165.1,,,,,135,,Eastern Michigan University
Earl Clark,1/17/88,2010,2015,F,6,10,208.3,219.7,278.1,,,225,5.2%,University of Louisville
Earl Cureton,9/3/57,1981,1997,F-C,6,9,205.7,,,,,210,,University of Detroit Mercy
Earl Dodd,11/1/24,1950,1950,F,6,5,195.6,,,,,175,,Truman State University
Earl Evans,11/11/55,1980,1980,F,6,8,203.2,,,,,202,,"University of Nevada, Las Vegas"
Earl Gardner,9/18/23,1949,1949,F,6,3,190.5,,,,,195,,DePauw University
Earl Jones,1/13/61,1985,1986,C,7,0,213.4,,,,,210,,University of the District of Columbia
Earl Lloyd,4/3/28,1951,1960,F-C,6,5,195.6,,,,,200,,West Virginia State University
Earl Monroe,11/21/44,1968,1980,G,6,3,190.5,,,,,185,,Winston-Salem State University
Earl Shannon,11/23/21,1947,1949,G-F,5,11,180.3,,,,,170,,University of Rhode Island
Earl Tatum,7/26/53,1977,1980,G-F,6,5,195.6,,,,,185,,Marquette University
Earl Watson,6/12/79,2002,2014,G,6,1,185.4,200.0,246.4,,,195,4.0%,"University of California, Los Angeles"
Earl Williams,3/24/51,1975,1979,C-F,6,7,200.7,,,,,230,,Winston-Salem State University
Earle Higgins,12/30/46,1971,1971,F,6,8,203.2,,,,,195,,Eastern Michigan University
Earnie Killum,6/11/48,1971,1971,G,6,3,190.5,,,,,180,,Stetson University
Easy Parham,12/27/21,1949,1951,F-G,6,3,190.5,,,,,200,,Texas Wesleyan University
Ed Bartels,10/8/25,1950,1951,F,6,5,195.6,,,,,195,,North Carolina State University
Ed Beach,1/25/29,1951,1951,F,6,3,190.5,,,,,200,,West Virginia University
Ed Biedenbach,8/12/45,1969,1969,G,6,1,185.4,,,,,175,,North Carolina State University
Ed Burton,8/13/39,1962,1965,F,6,6,198.1,,,,,225,,Michigan State University
Ed Conlin,9/2/33,1956,1962,F-G,6,5,195.6,,,,,200,,Fordham University
Ed Dahler,1/31/26,1952,1952,F,6,5,195.6,,,,,190,,Duquesne University
Ed Davis,6/5/89,2011,2018,F,6,10,208.3,213.4,274.3,9.25,10,240,10.0%,University of North Carolina
Ed Earle,4/28/27,1954,1954,F,6,3,190.5,,,,,190,,Loyola University of Chicago
Ed Fleming,7/25/33,1956,1960,G-F,6,3,190.5,,,,,189,,Niagara University
Ed Gayda,5/11/27,1951,1951,G-F,6,4,193.0,,,,,210,,Washington State University
Ed Gray,9/27/75,1998,1999,G,6,3,190.5,,,,,210,,University of California
Ed Horton,12/17/67,1990,1990,F,6,8,203.2,,,,,230,,University of Iowa
Ed Johnson,6/17/44,1969,1971,C,6,8,203.2,,,,,205,,Tennessee State University
Ed Kalafat,10/13/32,1955,1957,C-F,6,6,198.1,,,,,245,,University of Minnesota
Ed Kasid,8/13/23,1947,1947,G,5,11,180.3,,,,,185,,
Ed Leede,7/17/27,1950,1951,F-G,6,3,190.5,,,,,185,,Dartmouth College
Ed Macauley,3/22/28,1950,1959,C-F,6,8,203.2,,,,,185,,Saint Louis University
Ed Manning,1/2/44,1968,1976,F,6,7,200.7,,,,,210,,Jackson State University
Ed Melvin,2/13/16,1947,1947,G,5,9,175.3,,,,,170,,Duquesne University
Ed Mikan,10/20/25,1949,1954,C-F,6,8,203.2,,,,,230,,DePaul University
Ed Nealy,2/19/60,1983,1993,F,6,7,200.7,,,,,238,,Kansas State University
Ed O'Bannon,8/14/72,1996,1997,F,6,8,203.2,,,,,222,,"University of California, Los Angeles"
Ed Peterson,6/27/24,1950,1951,C,6,9,205.7,,,,,220,,Cornell University
Ed Pinckney,3/27/63,1986,1997,F,6,9,205.7,,,,,195,,Villanova University
Ed Rains,12/24/56,1982,1983,F,6,7,200.7,,,,,190,,University of South Alabama
Ed Ratleff,3/29/50,1974,1978,F-G,6,6,198.1,,,,,195,,"California State University, Long Beach"
Ed Sadowski,7/11/17,1947,1950,C,6,5,195.6,,,,,240,,Seton Hall University
Ed Searcy,4/17/52,1976,1976,F,6,6,198.1,,,,,210,,St. John's University
Ed Sherod,9/13/59,1983,1983,G,6,2,188.0,,,,,170,,Virginia Commonwealth University
Ed Smith,7/5/29,1954,1954,F,6,6,198.1,,,,,180,,Harvard University
Ed Stanczak,8/15/21,1950,1951,F,6,1,185.4,,,,,185,,
Ed Stokes,9/3/71,1998,1998,C,7,0,213.4,,,,,264,,University of Arizona
Eddie Basden,2/15/83,2006,2006,G,6,5,195.6,208.9,256.5,,,215,,University of North Carolina at Charlotte
Eddie Gill,8/16/78,2001,2009,G,6,0,182.9,193.0,236.2,,,190,,Weber State University
Eddie Griffin,5/30/82,2002,2007,F-C,6,10,208.3,221.0,279.4,,,220,4.0%,Seton Hall University
Eddie House,5/14/78,2001,2011,G,6,1,185.4,191.8,241.3,,,180,,Arizona State University
Eddie Hughes,5/26/60,1988,1990,G,5,10,177.8,,,,,165,,Colorado State University
Eddie Johnson,2/24/55,1978,1987,G,6,2,188.0,,,,,180,,Auburn University
Eddie Johnson,2/24/55,1982,1999,F-G,6,7,200.7,,,,,215,,University of Illinois at Urbana-Champaign
Eddie Jones,10/20/71,1995,2008,G-F,6,6,198.1,,,,,190,,Temple University
Eddie Jordan,1/29/55,1978,1984,G,6,1,185.4,,,,,170,,Rutgers University
Eddie Lee Wilkins,5/7/62,1985,1993,F-C,6,10,208.3,,,,,220,,Gardner-Webb University
Eddie Mast,10/3/48,1971,1973,F-C,6,9,205.7,,,,,220,,Temple University
Eddie Miles,7/5/40,1964,1972,G-F,6,4,193.0,,,,,195,,Seattle University
Eddie Miller,6/18/31,1953,1954,C-F,6,8,203.2,,,,,225,,Syracuse University
Eddie Owens,12/26/53,1978,1978,F,6,7,200.7,,,,,210,,"University of Nevada, Las Vegas"
Eddie Phillips,9/29/61,1983,1983,F,6,7,200.7,,,,,225,,University of Alabama
Eddie Robinson,4/19/76,2000,2004,G-F,6,8,203.2,,,,,210,,University of Central Oklahoma
Eddy Curry,12/5/82,2002,2013,C,7,0,213.4,229.9,281.9,,,295,16.5%,
Edgar Jones,6/17/56,1981,1986,F-C,6,10,208.3,,,,,225,,"University of Nevada, Reno"
Edgar Lacey,8/2/44,1969,1969,F,6,6,198.1,,,,,190,,"University of California, Los Angeles"
Edmund Lawrence,12/8/52,1981,1981,C,7,0,213.4,,,,,228,,McNeese State University
Eduardo Najera,7/11/76,2001,2012,F,6,8,203.2,212.1,265.4,,,240,,University of Oklahoma
Edwin Ubiles,11/26/86,2012,2012,G,6,6,198.1,,,,,204,,Siena College
Edy Tavares,3/22/92,2016,2017,C,7,3,221.0,,,,,260,,
Efthimi Rentzias,1/11/76,2003,2003,C,6,11,210.8,,,,,250,,
Ekpe Udoh,5/20/87,2011,2018,C-F,6,10,208.3,224.8,270.5,9.5,8.75,240,8.0%,Baylor University
Elden Campbell,7/23/68,1991,2005,C,6,11,210.8,,,,,215,,Clemson University
Eldridge Recasner,12/14/67,1995,2002,G,6,3,190.5,,,,,190,,University of Washington
Elfrid Payton,2/22/94,2015,2018,G,6,4,193.0,203.2,250.2,8.75,9,185,5.7%,University of Louisiana at Lafayette
Elgin Baylor,9/16/34,1959,1972,F,6,5,195.6,,,,,225,,Seattle University
Elias Harris,7/6/89,2014,2014,F,6,8,203.2,,,,,239,,Gonzaga University
Elijah Millsap,8/12/87,2015,2017,G-F,6,6,198.1,,,,,225,,University of Alabama at Birmingham
Elliot Perry,3/28/69,1992,2002,G,6,0,182.9,,,,,150,,University of Memphis
Elliot Williams,6/20/89,2012,2016,G,6,5,195.6,,,,,190,,University of Memphis
Elmer Behnke,2/3/29,1952,1952,C,6,7,200.7,,,,,210,,Bradley University
Elmer Bennett,2/13/70,1995,1997,G,6,0,182.9,,,,,170,,University of Notre Dame
Elmer Gainer,11/22/18,1948,1950,F-C,6,6,198.1,,,,,195,,DePaul University
Elmore Morgenthaler,8/3/22,1947,1949,C,6,9,205.7,,,,,230,,New Mexico Institute of Mining and Technology
Elmore Smith,5/9/49,1972,1979,C,7,0,213.4,,,,,250,,Kentucky State University
Elmore Spencer,12/6/69,1993,1997,C,7,0,213.4,,,,,270,,"University of Nevada, Las Vegas"
Elnardo Webster,3/6/48,1972,1972,F,6,5,195.6,,,,,190,,Saint Peter's College
Elston Turner,6/10/59,1982,1989,G-F,6,5,195.6,,,,,190,,University of Mississippi
Elton Brand,3/11/79,2000,2016,F,6,8,203.2,,,,,275,,Duke University
Elton McGriff,8/21/42,1968,1969,C,6,9,205.7,,,,,225,,Creighton University
Elvin Hayes,11/17/45,1969,1984,F-C,6,9,205.7,,,,,235,,University of Houston
Elvin Ivory,7/2/48,1969,1969,F,6,8,203.2,,,,,210,,University of Louisiana at Lafayette
Em Bryant,11/4/38,1965,1972,G,6,1,185.4,,,,,175,,DePaul University
Emanual Davis,8/27/68,1997,2003,G,6,4,193.0,,,,,195,,Delaware State University
Emeka Okafor,9/28/82,2005,2013,C-F,6,10,208.3,223.5,280.7,,,252,5.3%,University of Connecticut
Emmanuel Mudiay,3/5/96,2016,2018,G,6,5,195.6,,,,,200,,
Enes Kanter,5/20/92,2012,2018,C,6,11,210.8,217.2,278.1,9.5,10.75,245,5.9%,
Ennis Whatley,8/11/62,1984,1997,G,6,3,190.5,,,,,177,,University of Alabama
Eric Anderson,5/26/70,1993,1994,F,6,9,205.7,,,,,220,,Indiana University
Eric Bledsoe,12/9/89,2011,2018,G,6,1,185.4,201.9,248.9,8.5,9.75,205,5.6%,University of Kentucky
Eric Dawson,7/7/84,2012,2012,F,6,9,205.7,,,,,250,,Midwestern State University
Eric Fernsten,11/1/53,1976,1984,C-F,6,10,208.3,,,,,205,,University of San Francisco
Eric Gordon,12/25/88,2009,2018,G,6,4,193.0,205.7,251.5,,,215,8.2%,Indiana University
Eric Johnson,2/7/66,1990,1990,G,6,2,188.0,,,,,205,,University of Nebraska
Eric Leckner,5/27/66,1989,1997,C-F,6,11,210.8,,,,,265,,University of Wyoming
Eric Maynor,6/11/87,2010,2014,G,6,3,190.5,189.2,246.4,,,175,5.4%,Virginia Commonwealth University
Eric McWilliams,4/18/50,1973,1973,F,6,8,203.2,,,,,200,,"California State University, Long Beach"
Eric Mobley,2/1/70,1995,1997,C,6,11,210.8,,,,,235,,University of Pittsburgh
Eric Money,2/6/55,1975,1980,G,6,0,182.9,,,,,170,,University of Arizona
Eric Montross,9/23/71,1995,2002,C,7,0,213.4,,,,,270,,University of North Carolina
Eric Moreland,12/24/91,2015,2018,F-C,6,10,208.3,,,,,238,,Oregon State University
Eric Murdock,6/14/68,1992,2000,G,6,1,185.4,,,,,190,,Providence College
Eric Piatkowski,9/30/70,1995,2008,G-F,6,7,200.7,,,,,215,,University of Nebraska
Eric Riley,6/2/70,1994,1999,C,7,0,213.4,,,,,245,,University of Michigan
Eric Snow,4/24/73,1996,2008,G,6,3,190.5,,,,,190,,Michigan State University
Eric Washington,3/23/74,1998,1999,G,6,4,193.0,,,,,190,,University of Alabama
Eric White,12/30/65,1988,1989,F,6,8,203.2,,,,,200,,Pepperdine University
Eric Williams,7/17/72,1996,2007,F,6,8,203.2,224.2,270.5,,,220,13.0%,Providence College
Erick Barkley,2/21/78,2001,2002,G,6,1,185.4,,,,,177,,St. John's University
Erick Dampier,7/14/75,1997,2012,C,6,11,210.8,,,,,265,,Mississippi State University
Erick Green,5/9/91,2015,2016,G,6,4,193.0,197.5,248.9,8.5,9,185,4.4%,Virginia Polytechnic Institute and State University
Erick Strickland,11/25/73,1997,2005,G,6,3,190.5,,,,,210,,University of Nebraska
Erik Daniels,4/1/82,2005,2005,F,6,8,203.2,210.8,269.2,,,214,18.5%,University of Kentucky
Erik Murphy,10/26/90,2014,2014,F,6,10,208.3,209.6,274.3,8.75,9.75,230,8.0%,University of Florida
Ernest Brown,5/17/79,2002,2002,C,7,0,213.4,216.5,278.1,,,244,,Indian Hills Community College
Ernie Barrett,8/27/29,1954,1956,G-F,6,3,190.5,,,,,180,,Kansas State University
Ernie Beck,12/11/31,1954,1961,G-F,6,4,193.0,,,,,190,,University of Pennsylvania
Ernie Calverley,1/30/24,1947,1949,G,5,10,177.8,,,,,145,,University of Rhode Island
Ernie DiGregorio,1/15/51,1974,1978,G,6,0,182.9,,,,,180,,Providence College
Ernie Grunfeld,4/24/55,1978,1986,G-F,6,6,198.1,,,,,210,,University of Tennessee
Ernie Vandeweghe,9/12/28,1950,1956,F-G,6,3,190.5,,,,,195,,Colgate University
Errol Palmer,12/31/99,1968,1968,F,6,5,195.6,,,,,195,,DePaul University
Ersan Ilyasova,5/15/87,2007,2018,F,6,10,208.3,216.5,278.1,,,235,,
Erv Staggs,12/31/99,1970,1970,F-G,6,6,198.1,,,,,195,,Cheyney University of Pennsylvania
Ervin Inniger,1/16/45,1968,1969,G,6,4,193.0,,,,,190,,Indiana University
Ervin Johnson,12/21/67,1994,2006,C,6,11,210.8,,,,,245,,University of New Orleans
Erwin Mueller,3/12/44,1967,1974,C-F,6,8,203.2,,,,,230,,University of San Francisco
Essie Hollis,5/16/55,1979,1979,F,6,6,198.1,,,,,195,,St. Bonaventure University
Esteban Batista,9/2/83,2006,2007,F-C,6,10,208.3,,,,,270,,
Etan Thomas,4/1/78,2002,2011,F,6,9,205.7,,,,,256,,Syracuse University
Etdrick Bohannon,5/29/73,1998,2001,F,6,9,205.7,,,,,220,,Auburn University at Montgomery
E'Twaun Moore,2/28/89,2012,2018,G,6,4,193.0,207.0,252.7,9,10,191,7.6%,Purdue University
Eugene Jeter,12/2/83,2011,2011,G,5,11,180.3,,,,,175,,University of Portland
Evan Eschmeyer,5/30/75,2000,2003,C,6,11,210.8,,,,,255,,Northwestern University
Evan Fournier,10/29/92,2013,2018,G-F,6,7,200.7,,,,,205,,
Evan Turner,10/27/88,2011,2018,G,6,7,200.7,203.2,262.9,8.75,9.5,220,8.6%,Ohio State University
Everette Stephens,10/21/66,1989,1991,G,6,2,188.0,,,,,175,,Purdue University
Evers Burns,8/24/71,1994,1994,F,6,8,203.2,,,,,260,,University of Maryland
Evric Gray,12/13/69,1997,1997,F,6,7,200.7,,,,,235,,"University of Nevada, Las Vegas"
Fab Melo,6/20/90,2013,2013,C,7,0,213.4,219.7,279.4,9,10,255,9.2%,Syracuse University
Fabricio Oberto,3/21/75,2006,2011,C-F,6,10,208.3,,,,,245,,
Fat Lever,8/18/60,1983,1994,G,6,3,190.5,,,,,170,,Arizona State University
Fatty Taylor,3/13/46,1970,1977,G,6,0,182.9,,,,,175,,La Salle University
Felipe Lopez,12/19/74,1999,2002,G,6,5,195.6,,,,,199,,St. John's University
Felton Spencer,1/15/68,1991,2002,C,7,0,213.4,,,,,265,,University of Louisville
Fennis Dembo,1/24/66,1989,1989,F,6,5,195.6,,,,,215,,University of Wyoming
Fernando Martin,3/25/62,1987,1987,C,6,9,205.7,,,,,220,,
Festus Ezeli,10/21/89,2013,2016,C,6,11,210.8,228.0,274.3,9,10.75,255,5.5%,Vanderbilt University
Floyd Theard,9/5/44,1970,1970,G,6,1,185.4,,,,,170,,Kentucky State University
Floyd Volker,6/21/21,1950,1950,F-C,6,4,193.0,,,,,205,,University of Wyoming
Fly Williams,2/18/53,1975,1975,G-F,6,5,195.6,,,,,200,,Austin Peay State University
Flynn Robinson,4/28/41,1967,1974,G,6,1,185.4,,,,,185,,University of Wyoming
Foots Walker,5/21/51,1975,1984,G,6,0,182.9,,,,,184,,State University of West Georgia
Forest Able,7/27/32,1957,1957,G,6,3,190.5,,,,,180,,Western Kentucky University
Forrest McKenzie,2/16/63,1987,1987,F,6,7,200.7,,,,,200,,Loyola Marymount University
Fran Curran,9/9/22,1949,1950,G,6,0,182.9,,,,,175,,University of Notre Dame
