Year,Body,Injury,Severity,Position,Height (in cm),Wingspan (in cm),Standing Reach (in cm),Weight (in lb),Body Fat (%),Age,EndSeasonYear,Minutes,USG%,Games_Played,Fouls,Turnovers,Points,FT,3P,Steals,Assists,Offensive_Reb,Defensive_Reb
2012,ankle,sprained,dnp,C,213.4,,,285.0,,24,2012,27.777777777777786,17.6,54.0,2.592592592592593,1.3703703703703705,11.333333333333336,2.5555555555555562,0.0,0.35185185185185186,1.3518518518518519,3.1481481481481484,6.2592592592592595
2012,hamstring,sore,dnp,F-G,203.2,,,218.0,,33,2012,35.8955223880597,27.4,67.0,2.4029850746268657,3.1194029850746268,18.507462686567163,3.7164179104477615,1.805970149253732,1.1940298507462686,3.5970149253731343,0.7910447761194029,3.7462686567164174
2019,knee,tendinitis,dtd,G,195.6,204.5,252.7,209.0,5.8%,23,2019,23.190476190476193,13.5,63.0,1.6984126984126984,0.7460317460317459,7.873015873015873,1.0476190476190477,1.2380952380952381,0.7460317460317459,1.2698412698412698,0.6666666666666666,3.507936507936508
2016,knee,injury,season,G,198.1,202.6,259.1,205.0,12.1%,22,2016,15.438356164383562,14.2,73.0,1.2602739726027397,0.547945205479452,4.369863013698629,0.7534246575342466,0.6575342465753424,0.273972602739726,0.9178082191780822,0.1506849315068493,1.0547945205479452
2012,ankle,sprained,dnp,F,208.3,,,225.0,,23,2012,34.8125,18.5,48.0,2.4375,1.2083333333333333,15.916666666666664,5.395833333333332,1.7291666666666667,0.7916666666666666,1.7083333333333333,1.0,3.7708333333333335
2012,shoulder,surgery,indefinitely,G,188.0,201.3,250.2,180.0,4.0%,21,2013,21.375,17.9,64.0,1.703125,1.171875,7.5625,0.96875,0.34375,0.671875,1.359375,0.53125,1.265625
2014,ankle,sprained,dnp,G,185.4,191.8,232.4,172.0,5.9%,23,2014,34.865853658536594,25.6,82.0,1.8658536585365848,2.4390243902439024,17.743902439024392,3.609756097560976,1.304878048780488,1.951219512195122,5.743902439024391,0.7317073170731707,2.7195121951219514
2011,back,sore,dnp,F,200.7,221.6,271.8,260.0,,27,2011,20.394736842105264,16.4,76.0,2.3026315789473686,0.8947368421052632,6.75,1.1710526315789471,0.0,0.4736842105263158,0.5131578947368421,2.1184210526315788,3.1578947368421053
2017,hip,bruised,dtd,C,215.9,222.3,0.0,260.0,6.4%,23,2017,23.34615384615385,20.4,78.0,2.948717948717949,1.858974358974359,9.012820512820513,2.230769230769231,0.01282051282051282,0.4871794871794872,1.2435897435897436,2.2820512820512806,5.333333333333333
2018,ankle,sprained,dtd,F-C,208.3,223.5,279.4,265.0,6.5%,26,2018,23.72,20.7,50.0,2.06,1.2,9.52,1.34,0.06,0.9,1.12,1.84,4.26
2012,ankle,sprained,dnp,G,190.5,191.8,246.4,190.0,5.7%,24,2012,33.635135135135144,24.4,74.0,3.1486486486486487,3.054054054054053,18.55405405405405,2.864864864864865,2.0405405405405403,1.4729729729729732,5.837837837837838,0.7027027027027027,3.1621621621621623
2012,knee,bruised,dnp,G-F,198.1,211.5,264.2,220.0,7.1%,23,2013,34.31746031746032,23.8,63.0,2.1587301587301586,2.7142857142857144,16.460317460317462,3.1904761904761907,0.31746031746031744,1.3333333333333333,4.492063492063492,1.0158730158730158,3.571428571428572
2014,groin,strained,dnp,G,182.9,189.2,241.3,190.0,8.0%,32,2014,35.30357142857143,22.5,56.0,2.875,2.75,14.678571428571427,1.5892857142857142,2.1607142857142856,1.2678571428571428,7.375,0.4107142857142857,3.321428571428572
2012,ankle,sprained,dnp,F,205.7,223.5,276.9,225.0,6.6%,26,2012,21.775,16.8,80.0,2.5375,0.8875,7.1125,1.25,0.0125,0.4875,0.725,2.025,3.7
2018,ankle,sprained,season,G,195.6,,,200.0,,32,2018,31.935064935064936,14.4,77.0,1.8311688311688312,0.8961038961038961,10.844155844155843,1.103896103896104,1.4025974025974026,1.051948051948052,2.3246753246753253,0.6883116883116883,2.6753246753246747
2016,shoulder,surgery,season,C,210.8,216.5,270.5,230.0,4.8%,30,2016,30.58208955223881,13.7,67.0,3.029850746268657,1.8358208955223885,7.238805970149253,1.5671641791044777,0.0,0.7164179104477612,4.656716417910448,3.2686567164179103,6.373134328358209
2012,hamstring,strained,dnp,F,198.1,,,218.0,,32,2012,20.910447761194032,27.7,67.0,2.611940298507463,1.8955223880597007,12.014925373134327,4.044776119402985,0.417910447761194,0.31343283582089554,1.2537313432835822,0.6567164179104478,2.9402985074626864
2012,shoulder,strained,dnp,G,200.7,,,199.0,,29,2012,32.5375,29.6,80.0,1.9375,2.3,23.45,7.425,2.2,1.0,2.475,0.35,2.875
2018,knee,injury,dtd,G,190.5,202.6,254.0,200.0,4.8%,29,2019,36.425,34.1,80.0,2.5,4.7625,25.35,5.2125,1.2125,1.8375,10.25,1.9,8.15
2013,foot,sore,dnp,G,195.6,210.2,262.9,220.0,10.1%,23,2013,31.387096774193548,21.6,62.0,2.419354838709677,2.2096774193548385,16.838709677419356,5.032258064516129,1.8387096774193548,1.0,3.693548387096774,0.4838709677419355,3.5806451612903225
2019,ankle,sore,dtd,F,203.2,217.2,268.0,246.0,9.7%,33,2019,30.078947368421048,22.0,38.0,2.6052631578947367,1.921052631578948,14.605263157894735,2.9473684210526314,1.0263157894736843,1.0263157894736843,2.763157894736842,1.7105263157894737,4.7368421052631575
2015,foot,sprained,dtd,F-C,210.8,225.4,279.4,260.0,8.7%,29,2015,36.20289855072464,29.8,69.0,2.130434782608696,1.7826086956521738,23.231884057971016,4.2898550724637685,0.043478260869565216,0.9130434782608696,2.579710144927536,2.4057971014492754,8.681159420289855
2014,knee,sore,dnp,C-F,208.3,217.2,274.3,235.0,6.0%,26,2014,15.79310344827586,20.2,29.0,1.8965517241379308,0.8965517241379308,6.689655172413793,1.3793103448275863,0.0,0.27586206896551724,0.4482758620689655,2.827586206896552,2.896551724137931
2014,calf,strained,dnp,F-C,205.7,219.1,275.6,258.0,,32,2014,32.22784810126582,25.8,79.0,3.0253164556962027,2.2278481012658227,16.21518987341772,2.4430379746835444,0.0,0.8354430379746836,2.2658227848101267,2.2151898734177213,7.5443037974683556
2020,groin,strained,dtd,G,190.5,202.6,242.6,195.0,5.9%,29,2020,35.475,29.3,80.0,1.85,2.65,25.8375,5.85,2.9625,1.1,6.8875,0.85,3.7875
2012,groin,sore,dnp,G,188.0,190.5,240.0,180.0,4.4%,25,2012,24.602739726027398,21.6,73.0,1.7534246575342465,1.904109589041096,9.602739726027398,1.1232876712328768,1.4931506849315068,0.8493150684931506,5.04109589041096,0.3287671232876712,2.041095890410959
2016,back,sore,dtd,C-F,215.9,214.6,279.4,245.0,13.0%,27,2016,17.45205479452055,17.9,73.0,2.3698630136986303,0.8356164383561644,5.821917808219178,0.6027397260273972,0.7534246575342466,0.3287671232876712,1.2054794520547945,0.410958904109589,3.1232876712328768
2013,hamstring,strained,dnp,F-G,203.2,214.0,269.9,250.0,6.7%,28,2013,37.516129032258064,32.0,62.0,1.5483870967741935,3.435483870967741,27.14516129032258,6.241935483870968,0.8709677419354839,1.85483870967742,6.241935483870968,1.5161290322580645,6.419354838709677
2017,ankle,sprained,dtd,G,185.4,,,179.0,,24,2017,18.50617283950617,17.2,81.0,1.5061728395061729,1.3456790123456788,5.876543209876544,0.6419753086419753,0.7901234567901234,0.7654320987654321,2.1481481481481484,0.20987654320987653,1.271604938271605
2015,ankle,surgery,season,F,205.7,223.5,276.9,225.0,6.6%,29,2015,28.670731707317074,23.0,82.0,2.524390243902439,1.829268292682927,13.03658536585366,2.573170731707317,0.0,0.5,1.1097560975609757,2.4390243902439024,4.365853658536587
2015,shoulder,sore,dtd,G-F,198.1,,,212.0,,37,2016,34.48571428571429,34.9,35.0,1.8571428571428568,3.6571428571428566,22.34285714285714,5.6,1.542857142857143,1.3428571428571427,5.628571428571429,0.7428571428571429,4.942857142857143
2017,groin,strained,dtd,G-F,200.7,205.7,266.7,240.0,6.7%,35,2017,33.92982456140352,17.8,57.0,1.7543859649122806,2.0350877192982457,11.771929824561406,1.6140350877192982,1.4912280701754386,0.7017543859649122,4.0701754385964914,0.5964912280701754,3.333333333333333
2015,foot,surgery,season,F-G,205.7,225.4,279.4,240.0,6.6%,26,2015,38.54320987654321,33.0,81.0,2.1481481481481484,3.5185185185185186,32.01234567901235,8.679012345679013,2.3703703703703702,1.271604938271605,5.4938271604938285,0.7160493827160493,6.666666666666668
2016,knee,sore,dtd,G,182.9,193.0,238.8,161.0,2.7%,31,2017,16.057971014492754,22.9,69.0,1.9130434782608696,1.1884057971014492,7.115942028985508,0.7101449275362319,0.9565217391304348,0.43478260869565216,2.608695652173913,0.3043478260869565,1.1594202898550725
2016,back,sore,dtd,C,210.8,,,250.0,,29,2016,18.78688524590164,12.5,61.0,2.819672131147541,0.9672131147540984,4.344262295081967,0.5081967213114754,0.0,0.4918032786885246,0.5409836065573771,1.721311475409836,4.114754098360656
2012,shoulder,bruised,dnp,G,195.6,,,210.0,,26,2012,32.0,18.0,58.0,2.327586206896552,0.9310344827586208,13.172413793103447,1.6551724137931034,1.8965517241379308,0.3275862068965517,1.1724137931034482,0.6379310344827587,2.327586206896552
2011,hamstring,strained,dnp,F-G,203.2,,,218.0,,33,2011,33.333333333333336,25.0,9.0,1.7777777777777777,2.888888888888889,16.555555555555557,2.888888888888889,1.2222222222222223,1.5555555555555556,4.666666666666667,0.6666666666666666,3.2222222222222223
2018,ankle,surgery,indefinitely,G,193.0,201.3,248.9,225.0,8.5%,26,2018,30.08695652173913,26.3,46.0,2.065217391304348,2.239130434782609,15.847826086956525,1.7826086956521738,1.8478260869565213,0.9130434782608696,4.3478260869565215,0.39130434782608703,2.9347826086956523
2015,knee,sprained,dtd,F-G,203.2,,,200.0,,26,2015,36.04878048780488,16.5,82.0,1.9024390243902445,2.5365853658536586,13.048780487804878,1.9878048780487805,1.7682926829268293,0.9146341463414634,5.121951219512195,1.4146341463414631,6.036585365853658
2014,knee,injury,"rest', 'dnp",G,190.5,202.6,254.0,200.0,4.8%,25,2014,34.890243902439025,32.8,82.0,2.3048780487804885,3.3292682926829267,23.207317073170728,5.6097560975609735,1.1829268292682926,1.7682926829268293,7.402439024390246,1.3536585365853655,3.865853658536585
2017,knee,sore,season,G,185.4,191.8,232.4,172.0,5.9%,26,2017,35.61728395061728,26.5,81.0,1.3703703703703705,2.1111111111111107,20.85185185185185,4.580246913580247,2.2469135802469142,1.5555555555555556,5.197530864197532,0.6913580246913579,3.7160493827160495
2011,knee,"surgery', 'torn",indefinitely,F,200.7,205.7,245.1,226.0,,30,2011,25.88888888888889,16.2,81.0,2.2839506172839505,1.3827160493827158,8.839506172839506,1.3333333333333333,0.8148148148148148,0.7283950617283951,1.6543209876543212,1.308641975308642,4.185185185185185
2018,ankle,sprained,indefinitely,G,198.1,210.2,259.1,212.0,9.2%,24,2019,27.20779220779221,17.5,77.0,2.4025974025974026,1.2857142857142858,10.168831168831169,0.4935064935064935,1.8571428571428568,0.8441558441558441,3.168831168831169,0.6233766233766234,4.48051948051948
2012,knee,bruised,dnp,F-G,205.7,,,205.0,,26,2012,38.378048780487795,19.3,82.0,2.0853658536585367,1.6219512195121952,16.390243902439025,2.1951219512195124,2.365853658536585,1.5121951219512195,2.9512195121951224,1.0731707317073171,4.182926829268292
2014,knee,tendinitis,dnp,F,205.7,213.4,270.5,225.0,6.7%,28,2014,35.30263157894737,26.7,76.0,2.3026315789473686,2.9736842105263164,17.460526315789473,2.1842105263157894,0.8026315789473685,1.236842105263158,4.223684210526316,1.75,6.657894736842105
2015,knee,sore,dtd,C-F,210.8,222.9,279.4,228.0,4.2%,21,2016,30.81333333333333,17.0,75.0,2.773333333333333,1.9466666666666668,9.92,1.8666666666666667,0.0,1.7733333333333334,1.7066666666666668,2.466666666666667,5.68
2012,groin,sore,dnp,G,188.0,190.5,240.0,180.0,4.4%,25,2012,24.602739726027398,21.6,73.0,1.7534246575342465,1.904109589041096,9.602739726027398,1.1232876712328768,1.4931506849315068,0.8493150684931506,5.04109589041096,0.3287671232876712,2.041095890410959
2019,back,spasms,dtd,G-F,203.2,204.5,261.6,206.0,7.5%,27,2020,27.42222222222221,19.1,45.0,2.2444444444444445,0.8,12.155555555555555,2.311111111111111,1.2222222222222223,0.8444444444444444,2.0444444444444443,0.4,2.088888888888889
2019,ankle,sprained,dtd,C,215.9,235.0,292.1,245.0,4.4%,27,2020,31.81481481481481,17.8,81.0,2.851851851851852,1.6049382716049383,15.851851851851851,4.098765432098766,0.0,0.8148148148148148,1.9876543209876545,3.814814814814815,9.037037037037038
2013,knee,surgery,nan,G,188.0,,,185.0,,35,2013,31.74603174603175,23.3,63.0,1.0952380952380951,2.015873015873016,15.079365079365079,1.5555555555555556,2.1904761904761907,1.1587301587301588,3.5873015873015874,0.25396825396825395,2.1111111111111107
2014,knee,"surgery', 'torn",dnp,G,175.3,185.4,232.4,180.0,6.7%,29,2014,25.439024390243894,25.1,82.0,2.524390243902439,1.7560975609756098,13.097560975609756,1.6463414634146345,1.7195121951219512,1.0365853658536586,4.365853658536587,0.35365853658536583,1.8902439024390243
2019,foot,injury,dtd,G,195.6,209.6,248.9,215.0,5.4%,26,2019,29.91666666666667,19.1,48.0,2.6666666666666665,1.375,13.020833333333336,1.5625,1.2916666666666667,0.8541666666666666,3.1666666666666665,0.4791666666666667,2.770833333333333
2012,hip,"surgery', 'torn",indefinitely,F-C,210.8,225.4,279.4,260.0,8.7%,26,2012,39.641975308641975,25.7,81.0,2.716049382716049,1.8888888888888888,21.839506172839503,4.333333333333333,0.04938271604938271,1.0123456790123455,2.098765432098765,3.4320987654320985,5.320987654320987
2012,ankle,sore,dnp,F,210.8,214.0,276.9,232.0,,27,2012,21.921052631578952,23.1,76.0,2.3026315789473686,0.8684210526315791,11.052631578947368,1.1710526315789471,1.6447368421052633,0.5526315789473685,0.631578947368421,0.6578947368421053,3.2236842105263164
2014,knee,sore,dnp,F-C,208.3,217.8,275.6,245.0,,31,2014,23.517241379310345,25.7,29.0,3.0689655172413794,1.7241379310344829,14.241379310344827,3.6206896551724137,0.0,0.3448275862068966,0.4482758620689655,2.0689655172413794,2.931034482758621
2012,knee,sore,dnp,C-F,208.3,223.5,280.7,252.0,5.3%,29,2012,31.76388888888889,15.8,72.0,3.1944444444444446,1.6527777777777777,10.347222222222221,2.0138888888888893,0.0,0.5555555555555556,0.5833333333333334,3.1944444444444446,6.3055555555555545
2012,knee,tendinitis,dnp,G,195.6,208.3,260.4,200.0,,32,2012,30.22368421052632,23.4,76.0,1.2763157894736843,1.9078947368421053,14.171052631578947,2.9210526315789487,1.5657894736842106,0.75,3.1710526315789487,0.2894736842105263,1.4210526315789471
2012,calf,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,27,2013,32.92682926829269,18.4,41.0,1.7804878048780488,1.8536585365853653,10.829268292682926,1.9268292682926829,0.7073170731707317,1.6829268292682926,3.292682926829269,1.0,4.243902439024391
2015,hamstring,sore,dtd,G,190.5,201.9,254.0,200.0,,31,2016,28.0125,22.6,80.0,1.7875,2.3875,11.9625,2.5,0.4875,0.9375,4.6625,0.2375,2.825
2014,hamstring,strained,dnp,F,200.7,213.4,270.5,225.0,,-27,2014,36.79746835443039,23.2,79.0,3.113924050632912,2.6202531645569622,18.468354430379748,3.2278481012658227,0.0,0.8481012658227848,3.5316455696202533,2.759493670886076,8.455696202531646
2014,back,injury,dnp,G,190.5,,,195.0,,40,2014,32.54,17.8,50.0,1.4,2.52,12.72,2.14,1.14,0.6,6.66,0.52,2.32
2018,foot,sprained,dtd,F-C,205.7,216.5,275.6,238.0,6.2%,27,2019,20.22641509433962,12.6,53.0,1.9245283018867925,0.6792452830188679,5.7924528301886795,0.8113207547169812,0.0,0.3018867924528302,0.6226415094339622,2.3773584905660377,4.264150943396227
2013,calf,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,27,2013,32.92682926829269,18.4,41.0,1.7804878048780488,1.8536585365853653,10.829268292682926,1.9268292682926829,0.7073170731707317,1.6829268292682926,3.292682926829269,1.0,4.243902439024391
2016,foot,sprained,dtd,G-F,200.7,213.4,255.3,210.0,6.8%,31,2017,19.12962962962963,18.5,54.0,0.9259259259259259,0.5555555555555556,7.2592592592592595,1.1666666666666667,1.4259259259259258,0.4259259259259259,0.6296296296296297,0.25925925925925924,1.5370370370370368
2014,ankle,sprained,dnp,G-F,198.1,,,225.0,,26,2014,20.984615384615385,23.9,65.0,2.123076923076923,1.0615384615384615,11.215384615384616,1.4307692307692308,1.9384615384615385,0.7538461538461538,0.9692307692307692,0.3692307692307693,2.3076923076923075
2014,knee,sore,dnp,G,182.9,189.2,241.3,190.0,8.0%,32,2014,35.30357142857143,22.5,56.0,2.875,2.75,14.678571428571427,1.5892857142857142,2.1607142857142856,1.2678571428571428,7.375,0.4107142857142857,3.321428571428572
2012,calf,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,27,2013,32.92682926829269,18.4,41.0,1.7804878048780488,1.8536585365853653,10.829268292682926,1.9268292682926829,0.7073170731707317,1.6829268292682926,3.292682926829269,1.0,4.243902439024391
2012,hamstring,sore,dnp,F-G,203.2,,,218.0,,33,2012,35.8955223880597,27.4,67.0,2.4029850746268657,3.1194029850746268,18.507462686567163,3.7164179104477615,1.805970149253732,1.1940298507462686,3.5970149253731343,0.7910447761194029,3.7462686567164174
2017,knee,bruised,dtd,F,200.7,213.4,270.5,225.0,,-25,2017,15.666666666666664,22.9,30.0,1.7,1.2666666666666666,7.133333333333334,1.3333333333333333,0.0,0.4,1.8,1.3666666666666667,2.966666666666667
2012,groin,strained,dnp,G,190.5,203.2,250.2,190.0,4.6%,23,2012,37.358024691358025,32.2,81.0,1.6790123456790125,3.4320987654320985,25.01234567901234,5.876543209876544,1.5802469135802468,1.0493827160493827,7.691358024691357,1.0,3.074074074074073
2013,knee,sore,dnp,F,200.7,221.0,269.2,230.0,5.4%,21,2013,23.96875,14.5,64.0,1.375,0.6875,7.921875,1.0625,0.640625,1.328125,1.09375,1.625,3.484375
2013,hip,strained,dnp,G,195.6,,,210.0,,27,2013,26.387096774193548,21.6,62.0,1.3870967741935485,1.1290322580645162,12.048387096774194,1.564516129032258,1.7096774193548387,0.7419354838709677,0.9838709677419356,0.5,1.5483870967741935
2012,back,strained,dnp,G,190.5,203.2,250.2,190.0,4.6%,23,2012,37.358024691358025,32.2,81.0,1.6790123456790125,3.4320987654320985,25.01234567901234,5.876543209876544,1.5802469135802468,1.0493827160493827,7.691358024691357,1.0,3.074074074074073
2011,knee,torn,dnp,F,205.7,221.0,274.3,215.0,5.6%,24,2011,23.37931034482759,19.6,29.0,2.2068965517241383,1.7931034482758617,8.827586206896553,2.0,0.0,1.3793103448275863,1.1379310344827591,1.4482758620689655,4.862068965517241
2017,ankle,sprained,dtd,F-C,205.7,,,240.0,,29,2017,22.78481012658228,13.6,79.0,2.7088607594936707,1.1898734177215189,7.30379746835443,0.8734177215189873,0.12658227848101267,0.6582278481012658,1.7468354430379749,2.2531645569620253,4.139240506329114
2012,back,spasms,dnp,C,210.8,224.8,283.2,265.0,10.5%,26,2012,37.62820512820513,27.2,78.0,3.3076923076923075,3.5769230769230766,22.871794871794872,7.0,0.0,1.3717948717948718,1.3717948717948718,3.9615384615384617,10.115384615384617
2019,hip,injury,dtd,G-F,198.1,,,225.0,,31,2019,19.1,22.3,70.0,1.9142857142857144,0.5571428571428572,9.985714285714286,1.1571428571428573,2.342857142857143,0.5285714285714286,0.7857142857142857,0.2571428571428571,1.9142857142857144
2016,knee,surgery,indefinitely,G,185.4,,,185.0,,28,2017,28.74647887323944,15.3,71.0,3.2957746478873235,1.2816901408450705,9.859154929577462,0.8450704225352113,1.7464788732394363,1.323943661971831,3.3661971830985915,1.028169014084507,2.492957746478873
2016,knee,sore,dtd,F-C,210.8,,,250.0,,39,2016,28.92207792207792,22.2,77.0,2.142857142857143,1.7012987012987013,13.896103896103895,2.9870129870129865,0.025974025974025976,0.8181818181818182,2.9870129870129865,2.207792207792208,6.935064935064935
2011,wrist,sprained,dnp,G,193.0,205.7,251.5,215.0,8.2%,22,2011,35.951612903225815,21.5,62.0,1.5483870967741935,2.3225806451612905,16.85483870967742,3.5806451612903225,1.9193548387096773,1.1129032258064515,3.0,0.4032258064516129,2.177419354838709
2014,ankle,sprained,dnp,C,210.8,224.8,283.2,265.0,10.5%,28,2014,35.81578947368421,22.2,76.0,3.8289473684210527,2.960526315789473,17.05263157894737,4.671052631578949,0.013157894736842105,1.1052631578947372,1.4210526315789471,3.3026315789473686,9.131578947368421
2014,ankle,sprained,dnp,G-F,198.1,,,225.0,,26,2014,20.984615384615385,23.9,65.0,2.123076923076923,1.0615384615384615,11.215384615384616,1.4307692307692308,1.9384615384615385,0.7538461538461538,0.9692307692307692,0.3692307692307693,2.3076923076923075
2012,shoulder,sore,dnp,G,190.5,204.5,251.5,200.0,5.3%,28,2012,25.98780487804878,21.5,82.0,2.1707317073170733,1.7195121951219512,11.231707317073171,1.6585365853658536,1.304878048780488,0.5853658536585366,2.0853658536585367,0.5,1.8780487804878048
2014,knee,tendinitis,dnp,C-F,210.8,228.0,287.0,270.0,16.4%,23,2014,30.52,28.1,75.0,3.5866666666666664,3.0,17.066666666666666,4.16,0.05333333333333334,1.44,2.6533333333333333,2.96,6.986666666666666
2016,ankle,injury,dtd,G,185.4,,,185.0,,27,2016,30.839285714285715,16.1,56.0,3.25,1.4821428571428572,10.142857142857142,0.8035714285714286,2.0535714285714284,1.0535714285714286,3.4285714285714284,1.1964285714285714,3.0357142857142856
