,Unnamed: 0,Date,Team,Notes,Player,dateTime,Year,Tokenized Notes,Body,Injury,Severity,Player_Identifier
3090,3128,2013-03-25,Hornets,sprained left ankle (DNP),Greivis Vasquez,2013-03-25,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3092,3130,2013-03-25,Magic,concussion (DNP),Nikola Vucevic,2013-03-25,2013,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
3097,3135,2013-03-25,Wizards,sore right knee (DNP),Nene Hilario ,2013-03-25,2013,"['sore', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sore'],['dnp'],
3113,3152,2013-03-27,Magic,concussion (DNP),Nikola Vucevic,2013-03-27,2013,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
3116,3155,2013-03-27,Rockets,illness (DNP),Francisco Garcia,2013-03-27,2013,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
3120,3159,2013-03-27,Wizards,sore right knee (DNP),Nene Hilario ,2013-03-27,2013,"['sore', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sore'],['dnp'],
3122,3161,2013-03-27,Lakers,torn meniscus in left knee (out indefinitely),Ron Artest,2013-03-27,2013,"['torn', 'meniscus', 'in', 'left', 'knee', '(', 'out', 'indefinitely', ')']","['meniscus', 'left', 'knee']",['torn'],['indefinitely'],
3123,3162,2013-03-27,Lakers,torn meniscus in left knee (DNP),Ron Artest,2013-03-27,2013,"['torn', 'meniscus', 'in', 'left', 'knee', '(', 'dnp', ')']","['meniscus', 'left', 'knee']",['torn'],['dnp'],
3124,3163,2013-03-28,Lakers,surgery on left knee to repair torn meniscus (out indefinitely),Ron Artest,2013-03-28,2013,"['surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'out', 'indefinitely', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['indefinitely'],
3125,3164,2013-03-28,Lakers,recovering from surgery on left knee to repair torn meniscus (DNP),Ron Artest,2013-03-28,2013,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
3126,3165,2013-03-29,Bobcats,sore left ankle (DNP),B.J. Mullens,2013-03-29,2013,"['sore', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sore'],['dnp'],
3131,3170,2013-03-29,Hornets,sore/sprained left ankle (DNP),Greivis Vasquez,2013-03-29,2013,"['sore/sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",[],['dnp'],
3134,3173,2013-03-29,Magic,concussion (DNP),Nikola Vucevic,2013-03-29,2013,"['concussion', '(', 'dnp', ')']",[],['concussion'],['dnp'],
3137,3176,2013-03-29,Rockets,illness (DNP),Francisco Garcia,2013-03-29,2013,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
3139,3178,2013-03-29,Wizards,sore right knee (DNP),Nene Hilario ,2013-03-29,2013,"['sore', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sore'],['dnp'],
3140,3179,2013-03-30,Bobcats,sore left ankle (DNP),B.J. Mullens,2013-03-30,2013,"['sore', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sore'],['dnp'],
3145,3184,2013-03-30,Lakers,recovering from surgery on left knee to repair torn meniscus (DNP),Ron Artest,2013-03-30,2013,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
3149,3188,2013-03-30,Timberwolves,sprained left ankle (DNP),Nikola Pekovic,2013-03-30,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3157,3196,2013-04-01,Bobcats,sore left ankle (DNP),B.J. Mullens,2013-04-01,2013,"['sore', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sore'],['dnp'],
3171,3210,2013-04-02,Lakers,recovering from surgery on left knee to repair torn meniscus (DNP),Ron Artest,2013-04-02,2013,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
3173,3212,2013-04-03,Bobcats,sore left ankle (DNP),B.J. Mullens,2013-04-03,2013,"['sore', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sore'],['dnp'],
3175,3214,2013-04-03,Bobcats,strained right plantar fascia (DNP),Jeff Taylor ,2013-04-03,2013,"['strained', 'right', 'plantar', 'fascia', '(', 'dnp', ')']","['right', 'plantar']",['strained'],['dnp'],
3181,3220,2013-04-03,Pistons,arm injury (DNP),Jose Calderon,2013-04-03,2013,"['arm', 'injury', '(', 'dnp', ')']",['arm'],['injury'],['dnp'],
3191,3230,2013-04-05,Bobcats,sore left ankle (DNP),B.J. Mullens,2013-04-05,2013,"['sore', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sore'],['dnp'],
3202,3241,2013-04-05,Lakers,recovering from surgery on left knee to repair torn meniscus (DNP),Ron Artest,2013-04-05,2013,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
3222,3261,2013-04-07,Lakers,recovering from surgery on left knee to repair torn meniscus (DNP),Ron Artest,2013-04-07,2013,"['recovering', 'from', 'surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'dnp', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['dnp'],
3227,3266,2013-04-07,Pistons,strained right triceps (DNP),Jose Calderon,2013-04-07,2013,"['strained', 'right', 'triceps', '(', 'dnp', ')']","['right', 'triceps']",['strained'],['dnp'],
3229,3268,2013-04-09,Bobcats,sore left ankle (P) / left elbow injury (CBC) (DNP),B.J. Mullens,2013-04-09,2013,"['sore', 'left', 'ankle', '(', 'p', ')', '/', 'left', 'elbow', 'injury', '(', 'cbc', ')', '(', 'dnp', ')']","['left', 'ankle', 'left', 'elbow']","['sore', 'injury']",['dnp'],
3253,3292,2013-04-10,Pistons,strained right triceps (DNP),Jose Calderon,2013-04-10,2013,"['strained', 'right', 'triceps', '(', 'dnp', ')']","['right', 'triceps']",['strained'],['dnp'],
3255,3294,2013-04-10,Spurs,strained right hamstring (DNP),Manu Ginobili,2013-04-10,2013,"['strained', 'right', 'hamstring', '(', 'dnp', ')']","['right', 'hamstring']",['strained'],['dnp'],
3263,3302,2013-04-12,Bobcats,sore left ankle (P) / left elbow injury (CBC) (DNP),B.J. Mullens,2013-04-12,2013,"['sore', 'left', 'ankle', '(', 'p', ')', '/', 'left', 'elbow', 'injury', '(', 'cbc', ')', '(', 'dnp', ')']","['left', 'ankle', 'left', 'elbow']","['sore', 'injury']",['dnp'],
3269,3308,2013-04-12,Hornets,sprained right ankle (DNP),Greivis Vasquez,2013-04-12,2013,"['sprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",['sprained'],['dnp'],
3274,3313,2013-04-12,Pistons,strained right triceps (DNP),Jose Calderon,2013-04-12,2013,"['strained', 'right', 'triceps', '(', 'dnp', ')']","['right', 'triceps']",['strained'],['dnp'],
3280,3319,2013-04-12,Timberwolves,bruised left calf (DNP),Nikola Pekovic,2013-04-12,2013,"['bruised', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['bruised'],['dnp'],
3284,3323,2013-04-13,Bobcats,sore left ankle (P) / left elbow injury (CBC) (DNP),B.J. Mullens,2013-04-13,2013,"['sore', 'left', 'ankle', '(', 'p', ')', '/', 'left', 'elbow', 'injury', '(', 'cbc', ')', '(', 'dnp', ')']","['left', 'ankle', 'left', 'elbow']","['sore', 'injury']",['dnp'],
3290,3329,2013-04-13,Timberwolves,bruised left calf (DNP),Nikola Pekovic,2013-04-13,2013,"['bruised', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['bruised'],['dnp'],
3300,3339,2013-04-15,Bobcats,sore left ankle (P) / left elbow injury (CBC) (DNP),B.J. Mullens,2013-04-15,2013,"['sore', 'left', 'ankle', '(', 'p', ')', '/', 'left', 'elbow', 'injury', '(', 'cbc', ')', '(', 'dnp', ')']","['left', 'ankle', 'left', 'elbow']","['sore', 'injury']",['dnp'],
3314,3353,2013-04-15,Pistons,strained right triceps (DNP),Jose Calderon,2013-04-15,2013,"['strained', 'right', 'triceps', '(', 'dnp', ')']","['right', 'triceps']",['strained'],['dnp'],
3318,3357,2013-04-15,Timberwolves,bruised left calf (DNP),Nikola Pekovic,2013-04-15,2013,"['bruised', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['bruised'],['dnp'],
3320,3359,2013-04-15,Warriors,tightness in lower back (DNP),Andris Biedrins,2013-04-15,2013,"['tightness', 'in', 'lower', 'back', '(', 'dnp', ')']",['back'],['tightness'],['dnp'],
3323,3362,2013-04-15,Wizards,knee injury (DNP),Nene Hilario ,2013-04-15,2013,"['knee', 'injury', '(', 'dnp', ')']",['knee'],['injury'],['dnp'],
3328,3367,2013-04-17,Bobcats,sore left ankle (P) / left elbow injury (CBC) (DNP),B.J. Mullens,2013-04-17,2013,"['sore', 'left', 'ankle', '(', 'p', ')', '/', 'left', 'elbow', 'injury', '(', 'cbc', ')', '(', 'dnp', ')']","['left', 'ankle', 'left', 'elbow']","['sore', 'injury']",['dnp'],
3339,3378,2013-04-17,Hornets,sprained right ankle (DNP),Greivis Vasquez,2013-04-17,2013,"['sprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",['sprained'],['dnp'],
3353,3392,2013-04-17,Pistons,strained right triceps (DNP),Jose Calderon,2013-04-17,2013,"['strained', 'right', 'triceps', '(', 'dnp', ')']","['right', 'triceps']",['strained'],['dnp'],
3355,3394,2013-04-17,Suns,right ankle injury (DNP),Goran Dragic,2013-04-17,2013,"['right', 'ankle', 'injury', '(', 'dnp', ')']","['right', 'ankle']",['injury'],['dnp'],
3357,3396,2013-04-17,Timberwolves,bruised calf (DNP),Nikola Pekovic,2013-04-17,2013,"['bruised', 'calf', '(', 'dnp', ')']",['calf'],['bruised'],['dnp'],
3358,3397,2013-04-17,Warriors,stiffness in lower back (DNP),Andris Biedrins,2013-04-17,2013,"['stiffness', 'in', 'lower', 'back', '(', 'dnp', ')']",['back'],['stiffness'],['dnp'],
3362,3401,2013-04-17,Wizards,sore left foot / knee injury (CBC) (DNP),Nene Hilario ,2013-04-17,2013,"['sore', 'left', 'foot', '/', 'knee', 'injury', '(', 'cbc', ')', '(', 'dnp', ')']","['left', 'foot', 'knee']","['sore', 'injury']",['dnp'],
3376,3415,2013-04-27,Rockets,stomach virus (DNP),Greg Smith ,2013-04-27,2013,"['stomach', 'virus', '(', 'dnp', ')']",['stomach'],['virus'],['dnp'],
3379,3419,2013-04-28,Lakers,cyst on left knee (DNP),Ron Artest,2013-04-28,2013,"['cyst', 'on', 'left', 'knee', '(', 'dnp', ')']","['left', 'knee']",[],['dnp'],
3392,3432,2013-05-30,Blazers,arthroscopic surgery on left elbow to remove debris (out indefinitely),Wes Matthews Jr.,2013-05-30,2013,"['arthroscopic', 'surgery', 'on', 'left', 'elbow', 'to', 'remove', 'debris', '(', 'out', 'indefinitely', ')']","['left', 'elbow']",['surgery'],['indefinitely'],
3411,3451,2013-10-05,Blazers,fractured bone in left foot (out indefinitely),C.J. McCollum,2013-10-05,2013,"['fractured', 'bone', 'in', 'left', 'foot', '(', 'out', 'indefinitely', ')']","['bone', 'left', 'foot']",['fractured'],['indefinitely'],
3412,3452,2013-10-08,Hawks,strained right rotator cuff (out indefinitely),Gustavo Ayon,2013-10-08,2013,"['strained', 'right', 'rotator', 'cuff', '(', 'out', 'indefinitely', ')']",['right'],['strained'],['indefinitely'],
3423,3463,2013-10-16,Clippers,surgery on left knee to repair torn meniscus (out indefinitely) (date approximate),Maalik Wayns,2013-10-16,2013,"['surgery', 'on', 'left', 'knee', 'to', 'repair', 'torn', 'meniscus', '(', 'out', 'indefinitely', ')', '(', 'date', 'approximate', ')']","['left', 'knee', 'meniscus']","['surgery', 'torn']",['indefinitely'],waynsma01
3427,3467,2013-10-29,Cavaliers,sports hernia (out indefinitely),Carrick Felix,2013-10-29,2013,"['sports', 'hernia', '(', 'out', 'indefinitely', ')']",[],[],['indefinitely'],felixca01
3439,3479,2013-10-30,Hawks,strained right rotator cuff (DNP),Gustavo Ayon,2013-10-30,2013,"['strained', 'right', 'rotator', 'cuff', '(', 'dnp', ')']",['right'],['strained'],['dnp'],
3446,3486,2013-10-30,Rockets,hip injury (DNP),Greg Smith ,2013-10-30,2013,"['hip', 'injury', '(', 'dnp', ')']",['hip'],['injury'],['dnp'],
3454,3494,2013-11-01,Hawks,strained right rotator cuff (DNP),Gustavo Ayon,2013-11-01,2013,"['strained', 'right', 'rotator', 'cuff', '(', 'dnp', ')']",['right'],['strained'],['dnp'],
3464,3504,2013-11-01,Wizards,strained left calf (DNP),Nene Hilario ,2013-11-01,2013,"['strained', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['strained'],['dnp'],
3467,3507,2013-11-03,Hawks,strained right rotator cuff (DNP),Gustavo Ayon,2013-11-03,2013,"['strained', 'right', 'rotator', 'cuff', '(', 'dnp', ')']",['right'],['strained'],['dnp'],
3472,3512,2013-11-03,Wizards,strained left calf (DNP),Nene Hilario ,2013-11-03,2013,"['strained', 'left', 'calf', '(', 'dnp', ')']","['left', 'calf']",['strained'],['dnp'],
3475,3515,2013-11-05,Hawks,strained right rotator cuff (DNP),Gustavo Ayon,2013-11-05,2013,"['strained', 'right', 'rotator', 'cuff', '(', 'dnp', ')']",['right'],['strained'],['dnp'],
3480,3520,2013-11-05,Suns,sprained left ankle (DNP),Goran Dragic,2013-11-05,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3483,3523,2013-11-06,Bucks,sore/aprained right ankle (DNP),Ersan Ilyasova,2013-11-06,2013,"['sore/aprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",[],['dnp'],
3484,3524,2013-11-06,Bucks,sprained right thumb (DNP),Larry Sanders ,2013-11-06,2013,"['sprained', 'right', 'thumb', '(', 'dnp', ')']","['right', 'thumb']",['sprained'],['dnp'],
3493,3533,2013-11-06,Suns,sprained left ankle (DNP),Goran Dragic,2013-11-06,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3496,3536,2013-11-07,Hawks,strained right rotator cuff (DNP),Gustavo Ayon,2013-11-07,2013,"['strained', 'right', 'rotator', 'cuff', '(', 'dnp', ')']",['right'],['strained'],['dnp'],
3500,3540,2013-11-08,Bobcats,head coach underwent heart procedure (out indefinitely),Steve Clifford,2013-11-08,2013,"['head', 'coach', 'underwent', 'heart', 'procedure', '(', 'out', 'indefinitely', ')']","['head', 'heart']",[],['indefinitely'],
3506,3546,2013-11-08,Suns,sprained left ankle (DNP),Goran Dragic,2013-11-08,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3512,3552,2013-11-09,Bucks,sore/aprained right ankle (DNP),Ersan Ilyasova,2013-11-09,2013,"['sore/aprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",[],['dnp'],
3513,3553,2013-11-09,Bucks,sprained right thumb (DNP),Larry Sanders ,2013-11-09,2013,"['sprained', 'right', 'thumb', '(', 'dnp', ')']","['right', 'thumb']",['sprained'],['dnp'],
3525,3566,2013-11-11,Bucks,surgery on right thumb to repaor torn ligament (out indefinitely),Larry Sanders ,2013-11-11,2013,"['surgery', 'on', 'right', 'thumb', 'to', 'repaor', 'torn', 'ligament', '(', 'out', 'indefinitely', ')']","['right', 'thumb', 'ligament']","['surgery', 'torn']",['indefinitely'],
3531,3572,2013-11-11,Rockets,flu (DNP),Francisco Garcia,2013-11-11,2013,"['flu', '(', 'dnp', ')']",[],['flu'],['dnp'],
3532,3573,2013-11-11,Rockets,flu (DNP),Greg Smith ,2013-11-11,2013,"['flu', '(', 'dnp', ')']",[],['flu'],['dnp'],
3534,3575,2013-11-12,Bucks,sore/aprained right ankle (DNP),Ersan Ilyasova,2013-11-12,2013,"['sore/aprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",[],['dnp'],
3535,3576,2013-11-12,Bucks,recovering from surgery on right thumb to repaor torn ligament (DNP),Larry Sanders ,2013-11-12,2013,"['recovering', 'from', 'surgery', 'on', 'right', 'thumb', 'to', 'repaor', 'torn', 'ligament', '(', 'dnp', ')']","['right', 'thumb', 'ligament']","['surgery', 'torn']",['dnp'],
3540,3581,2013-11-13,Bucks,sore/aprained right ankle (DNP),Ersan Ilyasova,2013-11-13,2013,"['sore/aprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",[],['dnp'],
3542,3583,2013-11-13,Bucks,recovering from surgery on right thumb to repaor torn ligament (DNP),Larry Sanders ,2013-11-13,2013,"['recovering', 'from', 'surgery', 'on', 'right', 'thumb', 'to', 'repaor', 'torn', 'ligament', '(', 'dnp', ')']","['right', 'thumb', 'ligament']","['surgery', 'torn']",['dnp'],
3549,3590,2013-11-13,Rockets,flu (DNP),Greg Smith ,2013-11-13,2013,"['flu', '(', 'dnp', ')']",[],['flu'],['dnp'],
3556,3597,2013-11-15,Bucks,sore/aprained right ankle (DNP),Ersan Ilyasova,2013-11-15,2013,"['sore/aprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",[],['dnp'],
3560,3601,2013-11-15,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-15,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3565,3606,2013-11-16,Bucks,sore/aprained right ankle (DNP),Ersan Ilyasova,2013-11-16,2013,"['sore/aprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",[],['dnp'],
3574,3615,2013-11-16,Rockets,illness (DNP),Omer Asik,2013-11-16,2013,"['illness', '(', 'dnp', ')']",[],['illness'],['dnp'],
3584,3625,2013-11-19,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-19,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3598,3639,2013-11-20,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-20,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3612,3653,2013-11-22,Warriors,fractured right hand (DNP),Ognen Kuzmic,2013-11-22,2013,"['fractured', 'right', 'hand', '(', 'dnp', ')']","['right', 'hand']",['fractured'],['dnp'],
3615,3656,2013-11-23,76ers,strained lower back (DNP),Tony Wroten Jr.,2013-11-23,2013,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
3623,3664,2013-11-23,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-23,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3636,3677,2013-11-25,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-25,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3645,3686,2013-11-27,76ers,strained lower back (DNP),Tony Wroten Jr.,2013-11-27,2013,"['strained', 'lower', 'back', '(', 'dnp', ')']",['back'],['strained'],['dnp'],
3654,3695,2013-11-27,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-27,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3665,3706,2013-11-29,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-29,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3668,3710,2013-11-29,Wizards,sore right Achilles (DNP),Nene Hilario ,2013-11-29,2013,"['sore', 'right', 'achilles', '(', 'dnp', ')']","['right', 'achilles']",['sore'],['dnp'],
3670,3712,2013-11-30,Bucks,sore left hamstring (DNP),Ersan Ilyasova,2013-11-30,2013,"['sore', 'left', 'hamstring', '(', 'dnp', ')']","['left', 'hamstring']",['sore'],['dnp'],
3675,3717,2013-11-30,Jazz,sprained left ankle (out indefinitely),Andris Biedrins,2013-11-30,2013,"['sprained', 'left', 'ankle', '(', 'out', 'indefinitely', ')']","['left', 'ankle']",['sprained'],['indefinitely'],
3676,3718,2013-11-30,Mavericks,bone bruise in right ankle (DNP),Jose Calderon,2013-11-30,2013,"['bone', 'bruise', 'in', 'right', 'ankle', '(', 'dnp', ')']","['bone', 'right', 'ankle']",[],['dnp'],
3679,3721,2013-11-30,Rockets,sprained right knee (DNP),Greg Smith ,2013-11-30,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3690,3732,2013-12-02,Rockets,sprained right knee (DNP),Greg Smith ,2013-12-02,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3697,3739,2013-12-03,Magic,sprained left ankle (DNP),Nikola Vucevic,2013-12-03,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3705,3747,2013-12-04,Rockets,sprained right knee (DNP),Greg Smith ,2013-12-04,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3707,3749,2013-12-04,Rockets,bruised right thigh (DNP),Omer Asik,2013-12-04,2013,"['bruised', 'right', 'thigh', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
3708,3750,2013-12-05,Bulls,right knee injury (DNP),Mike James ,2013-12-05,2013,"['right', 'knee', 'injury', '(', 'dnp', ')']","['right', 'knee']",['injury'],['dnp'],
3721,3763,2013-12-06,Magic,sprained left ankle (DNP),Nikola Vucevic,2013-12-06,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
3722,3764,2013-12-06,Rockets,sprained right knee (DNP),Greg Smith ,2013-12-06,2013,"['sprained', 'right', 'knee', '(', 'dnp', ')']","['right', 'knee']",['sprained'],['dnp'],
3724,3766,2013-12-06,Rockets,bruised right thigh (DNP),Omer Asik,2013-12-06,2013,"['bruised', 'right', 'thigh', '(', 'dnp', ')']",['right'],['bruised'],['dnp'],
3730,3772,2013-12-07,Bulls,right knee injury (DNP),Mike James ,2013-12-07,2013,"['right', 'knee', 'injury', '(', 'dnp', ')']","['right', 'knee']",['injury'],['dnp'],
3733,3775,2013-12-07,Grizzlies,sprained right ankle (DNP),Ed Davis ,2013-12-07,2013,"['sprained', 'right', 'ankle', '(', 'dnp', ')']","['right', 'ankle']",['sprained'],['dnp'],
3742,3784,2013-12-08,Magic,sprained left ankle (DNP),Nikola Vucevic,2013-12-08,2013,"['sprained', 'left', 'ankle', '(', 'dnp', ')']","['left', 'ankle']",['sprained'],['dnp'],
